Name,Date of Birth,Gender,Date of Death,Movie Title,Year
Natalie Portman,"June 9, 1981",Unknown,N/A,My Valentine,2012
Natalie Portman,"June 9, 1981",Unknown,N/A,My Willing Heart,2017
Natalie Portman,"June 9, 1981",Unknown,N/A,Natalie's Rap 2.0,2018
Natalie Portman,"June 9, 1981",Unknown,N/A,Imagine,2020
Paul Rudd,"April 6, 1969",Unknown,N/A,Clueless,1995
Paul Rudd,"April 6, 1969",Unknown,N/A,Romeo + Juliet,1996
Paul Rudd,"April 6, 1969",Unknown,N/A,The Locusts,1997
Paul Rudd,"April 6, 1969",Unknown,N/A,Overnight Delivery,1998
Paul Rudd,"April 6, 1969",Unknown,N/A,200 Cigarettes,1999
Paul Rudd,"April 6, 1969",Unknown,N/A,Gen-Y Cops,2000
Paul Rudd,"April 6, 1969",Unknown,N/A,Wet Hot American Summer,2001
Paul Rudd,"April 6, 1969",Unknown,N/A,The Shape of Things,2003
Paul Rudd,"April 6, 1969",Unknown,N/A,Anchorman: The Legend of Ron Burgundy,2004
Paul Rudd,"April 6, 1969",Unknown,N/A,The Baxter,2005
Paul Rudd,"April 6, 1969",Unknown,N/A,The Oh in Ohio,2006
Paul Rudd,"April 6, 1969",Unknown,N/A,Reno 911!: Miami,2007
Paul Rudd,"April 6, 1969",Unknown,N/A,Over Her Dead Body,2008
Paul Rudd,"April 6, 1969",Unknown,N/A,"I Love You, Man",2009
Paul Rudd,"April 6, 1969",Unknown,N/A,Dinner for Schmucks,2010
Paul Rudd,"April 6, 1969",Unknown,N/A,Our Idiot Brother,2011
Paul Rudd,"April 6, 1969",Unknown,N/A,Wanderlust,2012
Paul Rudd,"April 6, 1969",Unknown,N/A,Admission,2013
Paul Rudd,"April 6, 1969",Unknown,N/A,They Came Together,2014
Paul Rudd,"April 6, 1969",Unknown,N/A,The Little Prince,2015
Paul Rudd,"April 6, 1969",Unknown,N/A,Captain America: Civil War,2016
Paul Rudd,"April 6, 1969",Unknown,N/A,Fun Mom Dinner,2017
Paul Rudd,"April 6, 1969",Unknown,N/A,The Catcher Was a Spy,2018
Paul Rudd,"April 6, 1969",Unknown,N/A,Avengers: Endgame,2019
Paul Rudd,"April 6, 1969",Unknown,N/A,Ghostbusters: Afterlife,2021
Paul Rudd,"April 6, 1969",Unknown,N/A,Chip 'n Dale: Rescue Rangers,2022
Paul Rudd,"April 6, 1969",Unknown,N/A,Ant-Man and the Wasp: Quantumania,2023
Paul Rudd,"April 6, 1969",Unknown,N/A,Ghostbusters: Frozen Empire,2024
Paul Rudd,"April 6, 1969",Unknown,N/A,Moment of Truth: Stalking Back,1993
Paul Rudd,"April 6, 1969",Unknown,N/A,The Fire Next Time,1993
Paul Rudd,"April 6, 1969",Unknown,N/A,Runaway Daughters,1994
Paul Rudd,"April 6, 1969",Unknown,N/A,Wild Oats,1994
Paul Rudd,"April 6, 1969",Unknown,N/A,Clueless,1996
Paul Rudd,"April 6, 1969",Unknown,N/A,Strangers with Candy,2000
Paul Rudd,"April 6, 1969",Unknown,N/A,The Great Gatsby,2000
Paul Rudd,"April 6, 1969",Unknown,N/A,Stella,2005
Paul Rudd,"April 6, 1969",Unknown,N/A,Cheap Seats,2006
Paul Rudd,"April 6, 1969",Unknown,N/A,Robot Chicken,2006
Paul Rudd,"April 6, 1969",Unknown,N/A,Veronica Mars,2007
Paul Rudd,"April 6, 1969",Unknown,N/A,Hard Knocks,2007
Paul Rudd,"April 6, 1969",Unknown,N/A,Little Britain USA,2008
Paul Rudd,"April 6, 1969",Unknown,N/A,Wainy Days,2008
Paul Rudd,"April 6, 1969",Unknown,N/A,Delocated,2009
Paul Rudd,"April 6, 1969",Unknown,N/A,"Tim and Eric Awesome Show, Great Job!",2012
Paul Rudd,"April 6, 1969",Unknown,N/A,Comedy Bang! Bang!,2012
Paul Rudd,"April 6, 1969",Unknown,N/A,Louie,2012
Paul Rudd,"April 6, 1969",Unknown,N/A,Burning Love,2013
Paul Rudd,"April 6, 1969",Unknown,N/A,The Jack and Triumph Show,2015
Paul Rudd,"April 6, 1969",Unknown,N/A,Moone Boy,2015
Paul Rudd,"April 6, 1969",Unknown,N/A,WHIH Newsfront,2015
Paul Rudd,"April 6, 1969",Unknown,N/A,Wet Hot American Summer: First Day of Camp,2015
Paul Rudd,"April 6, 1969",Unknown,N/A,"Neon Joe, Werewolf Hunter",2015
Paul Rudd,"April 6, 1969",Unknown,N/A,Bob's Burgers,2016
Paul Rudd,"April 6, 1969",Unknown,N/A,Travel Man,2016
Paul Rudd,"April 6, 1969",Unknown,N/A,Nightcap,2017
Paul Rudd,"April 6, 1969",Unknown,N/A,Wet Hot American Summer: Ten Years Later,2017
Paul Rudd,"April 6, 1969",Unknown,N/A,iZombie,2018
Paul Rudd,"April 6, 1969",Unknown,N/A,The Chris Gethard Show,2018
Paul Rudd,"April 6, 1969",Unknown,N/A,Bumping Mics with Jeff Ross & Dave Attell,2018
Paul Rudd,"April 6, 1969",Unknown,N/A,Living with Yourself,2019
Paul Rudd,"April 6, 1969",Unknown,N/A,Last Week Tonight with John Oliver,2020
Paul Rudd,"April 6, 1969",Unknown,N/A,Home Movie: The Princess Bride,2020
Paul Rudd,"April 6, 1969",Unknown,N/A,At Home with Amy Sedaris,2020
Paul Rudd,"April 6, 1969",Unknown,N/A,The Shrink Next Door,2021
Paul Rudd,"April 6, 1969",Unknown,N/A,Impractical Jokers,2023
Paul Rudd,"April 6, 1969",Unknown,N/A,Secrets of the Octopus,2024
Paul Rudd,"April 6, 1969",Unknown,N/A,Ant & Dec's Saturday Night Takeaway,2024
Paul Rudd,"April 6, 1969",Unknown,N/A,Taskmaster,2025
Paul Rudd,"April 6, 1969",Unknown,N/A,The Last Night of Ballyhoo,1997
Paul Rudd,"April 6, 1969",Unknown,N/A,Twelfth Night,1998
Paul Rudd,"April 6, 1969",Unknown,N/A,The Shape of Things,2001
Paul Rudd,"April 6, 1969",Unknown,N/A,Three Days of Rain,2006
Paul Rudd,"April 6, 1969",Unknown,N/A,Craig Wright's Grace,2012
Evangeline Lilly,"August 3, 1979",Unknown,N/A,The Lizzie McGuire Movie,2003
Evangeline Lilly,"August 3, 1979",Unknown,N/A,White Chicks,2004
Evangeline Lilly,"August 3, 1979",Unknown,N/A,The Long Weekend,2005
Evangeline Lilly,"August 3, 1979",Unknown,N/A,The Hurt Locker,2008
Evangeline Lilly,"August 3, 1979",Unknown,N/A,Real Steel,2011
Evangeline Lilly,"August 3, 1979",Unknown,N/A,The Hobbit: The Desolation of Smaug,2013
Evangeline Lilly,"August 3, 1979",Unknown,N/A,The Hobbit: The Battle of the Five Armies,2014
Evangeline Lilly,"August 3, 1979",Unknown,N/A,Ant-Man,2015
Evangeline Lilly,"August 3, 1979",Unknown,N/A,Little Evil,2017
Evangeline Lilly,"August 3, 1979",Unknown,N/A,Ant-Man and the Wasp,2018
Evangeline Lilly,"August 3, 1979",Unknown,N/A,Avengers: Endgame,2019
Evangeline Lilly,"August 3, 1979",Unknown,N/A,Crisis,2021
Evangeline Lilly,"August 3, 1979",Unknown,N/A,Ant-Man and the Wasp: Quantumania,2023
Evangeline Lilly,"August 3, 1979",Unknown,N/A,Stealing Sinatra,2003
Evangeline Lilly,"August 3, 1979",Unknown,N/A,Kingdom Hospital,2004
Evangeline Lilly,"August 3, 1979",Unknown,N/A,What If...?,2021
Evangeline Lilly,"August 3, 1979",Unknown,N/A,Call of Duty: Black Ops 4,2018
Evangeline Lilly,"August 3, 1979",Unknown,N/A,Ant-Man and The Wasp: Nano Battle!,2019
Evangeline Lilly,"August 3, 1979",Unknown,N/A,Avengers: Quantum Encounter,2022
Evangeline Lilly,"August 3, 1979",Unknown,N/A,Satellite Awards,2004
Evangeline Lilly,"August 3, 1979",Unknown,N/A,Screen Actors Guild Awards,2005
Evangeline Lilly,"August 3, 1979",Unknown,N/A,National Television Awards,2006
Evangeline Lilly,"August 3, 1979",Unknown,N/A,Saturn Awards,2008
Evangeline Lilly,"August 3, 1979",Unknown,N/A,Saturn Awards,2009
Evangeline Lilly,"August 3, 1979",Unknown,N/A,Teen Choice Awards,2010
Evangeline Lilly,"August 3, 1979",Unknown,N/A,MTV Movie Awards,2014
Evangeline Lilly,"August 3, 1979",Unknown,N/A,Kids' Choice Awards,2015
Evangeline Lilly,"August 3, 1979",Unknown,N/A,Saturn Awards,2016
Evangeline Lilly,"August 3, 1979",Unknown,N/A,Teen Choice Awards,2019
Evangeline Lilly,"August 3, 1979",Unknown,N/A,AFIN International Film Festival,2021
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Hills Like White Elephants,2002
Benedict Cumberbatch,19 July 1976,Unknown,N/A,To Kill a King,2003
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Amazing Grace,2006
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Inseparable,2007
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Other Boleyn Girl,2008
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Creation,2009
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Four Lions,2010
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Tinker Tailor Soldier Spy,2011
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Girlfriend in a Coma,2012
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Star Trek Into Darkness,2013
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Imitation Game,2014
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Black Mass,2015
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Zoolander 2,2016
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Current War,2017
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Avengers: Infinity War,2018
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Avengers: Endgame,2019
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Colonel Mackenzie,1917
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Courier,2020
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Mauritanian,2021
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Doctor Strange in the Multiverse of Madness,2022
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Wonderful Story of Henry Sugar,2023
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Roses †,2025
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Tipping the Velvet,2002
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Silent Witness,2002
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Cambridge Spies,2003
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Spooks,2003
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Fortysomething,2003
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Dunkirk,2004
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Hawking,2004
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Nathan Barley,2005
Benedict Cumberbatch,19 July 1976,Unknown,N/A,To the Ends of the Earth,2005
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Broken News,2005
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Stuart: A Life Backwards,2007
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Last Enemy,2008
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Small Island,2009
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Marple: Murder Is Easy,2009
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Van Gogh: Painted with Words,2010
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Rattigan Enigma,2010
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Parade's End,2012
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Colbert Report,2014
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Hollow Crown,2016
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Saturday Night Live,2016
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Child in Time,2017
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Patrick Melrose,2018
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Brexit: The Uncivil War,2019
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Good Omens,2019
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Saturday Night Live,2022
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Running Wild With Bear Grylls: The Challenge,2023
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Mog’s Christmas,2023
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Rat in the Skull,1998
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Zoo Story,1999
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Woyzeck,2000
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Visit,2001
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Love's Labour's Lost,2001
Benedict Cumberbatch,19 July 1976,Unknown,N/A,A Midsummer Night's Dream,2001
Benedict Cumberbatch,19 July 1976,Unknown,N/A,As You Like It,2002
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Romeo and Juliet,2002
Benedict Cumberbatch,19 July 1976,Unknown,N/A,"Oh, What a Lovely War!",2002
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Dead Hand,2004
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Lady from the Sea,2004
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Hedda Gabler,2005
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Period of Adjustment,2006
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Rhinoceros,2007
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Arsonists,2007
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The City,2008
Benedict Cumberbatch,19 July 1976,Unknown,N/A,After the Dance,2010
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Children's Monologues,2010
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Frankenstein,2011
Benedict Cumberbatch,19 July 1976,Unknown,N/A,50 Years on Stage,2013
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Hamlet,2015
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Mansfield Park,2004
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Kepler,2004
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Raj Quartet,2004
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Recruiting Officer,2004
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Odyssey,2004
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Biggest Secret,2004
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Far Side of the World,2004
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Surgeon's Mate,2004
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Mr. Norris Changes Trains,2004
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Le Pere Goriot,2005
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Seven Women,2005
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Medical Humanities: Baptism by Rotation,2005
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Fieldstudy: The Field,2005
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Cocktail Party,2005
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Possessed,2006
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Pillow Book,2008
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Blake's 7: The Early Years,2008
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Last Days of Grace,2008
Benedict Cumberbatch,19 July 1976,Unknown,N/A,At War with Wellington,2008
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Chatterton: The Allington Solution,2008
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Spellbound,2008
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Rainy Season,2008
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Tiger's Tale,2008
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Words and Music: Italian Fantasy,2008
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Doctor Who: Forty-Five,2008
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Metamorphosis,2008
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Good Evening,2009
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Little Red Hen,2009
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Rumpole and the Penge Bungalow Murders,2009
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Rumpole and the Family Pride,2010
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Rumpole and the Eternal Triangle,2010
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Words for You: The Next Chapter,2010
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Tom and Viv,2011
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Rumpole and the Man of God,2012
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Rumpole and the Explosive Evidence,2012
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Rumpole and the Gentle Art of Blackmail,2012
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Rumpole and the Expert Witness,2012
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Copenhagen,2013
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Neverwhere,2013
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Rumpole and the Old Boy Net,2014
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Rumpole and the Sleeping Partners,2014
Benedict Cumberbatch,19 July 1976,Unknown,N/A,My Dear Bessie,2015
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Casanova,2006
Benedict Cumberbatch,19 July 1976,Unknown,N/A,South Pacific,2009
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Into the Universe with Stephen Hawking,2010
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Curiosity,2011
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Stephen Hawking's Grand Design,2012
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Our War,2012
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Late Night Tales: Friendly Fires,2012
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Late Night Tales: Röyksopp,2013
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Late Night Tales: Bonobo,2013
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Jerusalem,2013
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Usher House,2013
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Late Night Tales: Django Django,2014
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Globalised Slavery,2014
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Cristiano Ronaldo: The World at His Feet,2014
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Walk with Me – A Journal into Mindfulness featuring Thich Nhat Hanh,2017
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Sleep Sound,2021
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Super/Natural,2022
Benedict Cumberbatch,19 July 1976,Unknown,N/A,The Nightjar,2011
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Sherlock: The Network,2014
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Lego The Hobbit,2014
Benedict Cumberbatch,19 July 1976,Unknown,N/A,Family Guy: The Quest for Stuff,2015
Tessa Thompson,"October 3, 1983",Unknown,N/A,When a Stranger Calls,2006
Tessa Thompson,"October 3, 1983",Unknown,N/A,Make It Happen,2008
Tessa Thompson,"October 3, 1983",Unknown,N/A,Mississippi Damned,2009
Tessa Thompson,"October 3, 1983",Unknown,N/A,Everyday Black Man,2010
Tessa Thompson,"October 3, 1983",Unknown,N/A,Periphery,2011
Tessa Thompson,"October 3, 1983",Unknown,N/A,Murder on the 13th Floor,2012
Tessa Thompson,"October 3, 1983",Unknown,N/A,Automotive,2013
Tessa Thompson,"October 3, 1983",Unknown,N/A,Dear White People,2014
Tessa Thompson,"October 3, 1983",Unknown,N/A,The Grand Romantic,2015
Tessa Thompson,"October 3, 1983",Unknown,N/A,War on Everyone,2016
Tessa Thompson,"October 3, 1983",Unknown,N/A,South Dakota,2017
Tessa Thompson,"October 3, 1983",Unknown,N/A,Sorry to Bother You,2018
Tessa Thompson,"October 3, 1983",Unknown,N/A,Brave Girl Rising,2019
Tessa Thompson,"October 3, 1983",Unknown,N/A,Sylvie's Love,2020
Tessa Thompson,"October 3, 1983",Unknown,N/A,Passing,2021
Tessa Thompson,"October 3, 1983",Unknown,N/A,Thor: Love and Thunder,2022
Tessa Thompson,"October 3, 1983",Unknown,N/A,Creed III,2023
Tessa Thompson,"October 3, 1983",Unknown,N/A,Hedda,TBA
Tessa Thompson,"October 3, 1983",Unknown,N/A,Cold Case,2005
Tessa Thompson,"October 3, 1983",Unknown,N/A,Grey's Anatomy,2006
Tessa Thompson,"October 3, 1983",Unknown,N/A,Hidden Palms,2007
Tessa Thompson,"October 3, 1983",Unknown,N/A,Life,2008
Tessa Thompson,"October 3, 1983",Unknown,N/A,Mental,2009
Tessa Thompson,"October 3, 1983",Unknown,N/A,Betwixt,2010
Tessa Thompson,"October 3, 1983",Unknown,N/A,Off the Map,2011
Tessa Thompson,"October 3, 1983",Unknown,N/A,BoJack Horseman,2016
Tessa Thompson,"October 3, 1983",Unknown,N/A,Portlandia,2018
Tessa Thompson,"October 3, 1983",Unknown,N/A,Tuca & Bertie,2019
Tessa Thompson,"October 3, 1983",Unknown,N/A,RuPaul's Drag Race All Stars,2020
Tessa Thompson,"October 3, 1983",Unknown,N/A,What If...?,2023
Tessa Thompson,"October 3, 1983",Unknown,N/A,Smart People,2016
Tessa Thompson,"October 3, 1983",Unknown,N/A,The Left Right Game,2020
Tessa Thompson,"October 3, 1983",Unknown,N/A,"""Yoga""",2015
Tessa Thompson,"October 3, 1983",Unknown,N/A,"""Moonlight""",2017
Tessa Thompson,"October 3, 1983",Unknown,N/A,"""Make Me Feel""",2018
Tessa Thompson,"October 3, 1983",Unknown,N/A,"""Screwed""",2019
Tom Holland,1 June 1996,Unknown,N/A,Arrietty,2010
Tom Holland,1 June 1996,Unknown,N/A,The Impossible,2012
Tom Holland,1 June 1996,Unknown,N/A,How I Live Now,2013
Tom Holland,1 June 1996,Unknown,N/A,Billy Elliot the Musical Live,2014
Tom Holland,1 June 1996,Unknown,N/A,In the Heart of the Sea,2015
Tom Holland,1 June 1996,Unknown,N/A,Captain America: Civil War,2016
Tom Holland,1 June 1996,Unknown,N/A,Pilgrimage,2017
Tom Holland,1 June 1996,Unknown,N/A,Avengers: Infinity War,2018
Tom Holland,1 June 1996,Unknown,N/A,Avengers: Endgame,2019
Tom Holland,1 June 1996,Unknown,N/A,Dolittle,2020
Tom Holland,1 June 1996,Unknown,N/A,Cherry,2021
Tom Holland,1 June 1996,Unknown,N/A,Uncharted,2022
Tom Holland,1 June 1996,Unknown,N/A,Last Call,2023
Tom Holland,1 June 1996,Unknown,N/A,Wolf Hall,2015
Tom Holland,1 June 1996,Unknown,N/A,Lip Sync Battle,2017
Tom Holland,1 June 1996,Unknown,N/A,The Crowded Room,2023
Tom Holland,1 June 1996,Unknown,N/A,Fortnite Winterfest Trailer - Featuring Spiderman,2021
Tom Holland,1 June 1996,Unknown,N/A,The Daily Bugle,2021
Tom Holland,1 June 1996,Unknown,N/A,Romeo & Juliet,2024
Tom Holland,1 June 1996,Unknown,N/A,Spider-Man: Far From Home Virtual Reality Experience,2019
Tom Holland,1 June 1996,Unknown,N/A,Fortnite Battle Royale,2021
Tom Holland,1 June 1996,Unknown,N/A,Nathan Drake,2022
Tom Holland,1 June 1996,Unknown,N/A,2021,2021
Tom Holland,1 June 1996,Unknown,N/A,2017,2017
Tom Holland,1 June 1996,Unknown,N/A,2013,2013
Tom Holland,1 June 1996,Unknown,N/A,2012,2012
Tom Holland,1 June 1996,Unknown,N/A,2013,2013
Tom Holland,1 June 1996,Unknown,N/A,2021,2021
Tom Holland,1 June 1996,Unknown,N/A,2024,2024
Tom Holland,1 June 1996,Unknown,N/A,2013,2013
Tom Holland,1 June 1996,Unknown,N/A,2013,2013
Tom Holland,1 June 1996,Unknown,N/A,2012,2012
Tom Holland,1 June 1996,Unknown,N/A,2020,2020
Tom Holland,1 June 1996,Unknown,N/A,2013,2013
Tom Holland,1 June 1996,Unknown,N/A,2022,2022
Tom Holland,1 June 1996,Unknown,N/A,2022,2022
Tom Holland,1 June 1996,Unknown,N/A,2013,2013
Tom Holland,1 June 1996,Unknown,N/A,2017,2017
Tom Holland,1 June 1996,Unknown,N/A,2020,2020
Tom Holland,1 June 1996,Unknown,N/A,2019,2019
Tom Holland,1 June 1996,Unknown,N/A,2013,2013
Tom Holland,1 June 1996,Unknown,N/A,2016,2016
Tom Holland,1 June 1996,Unknown,N/A,2012,2012
Tom Holland,1 June 1996,Unknown,N/A,2013,2013
Zendaya,"September 1, 1996",Unknown,N/A,Super Buddies,2013
Zendaya,"September 1, 1996",Unknown,N/A,Lemonade,2016
Zendaya,"September 1, 1996",Unknown,N/A,Spider-Man: Homecoming,2017
Zendaya,"September 1, 1996",Unknown,N/A,Duck Duck Goose,2018
Zendaya,"September 1, 1996",Unknown,N/A,Spider-Man: Far from Home,2019
Zendaya,"September 1, 1996",Unknown,N/A,Malcolm & Marie,2021
Zendaya,"September 1, 1996",Unknown,N/A,Is That Black Enough for You?!?,2022
Zendaya,"September 1, 1996",Unknown,N/A,Dune: Part Two,2024
Zendaya,"September 1, 1996",Unknown,N/A,Good Luck Charlie,2011
Zendaya,"September 1, 1996",Unknown,N/A,A.N.T. Farm,2012
Zendaya,"September 1, 1996",Unknown,N/A,Dancing with the Stars,2013
Zendaya,"September 1, 1996",Unknown,N/A,Zapped,2014
Zendaya,"September 1, 1996",Unknown,N/A,Black-ish,2015
Zendaya,"September 1, 1996",Unknown,N/A,America's Next Top Model,2016
Zendaya,"September 1, 1996",Unknown,N/A,Walk the Prank,2017
Zendaya,"September 1, 1996",Unknown,N/A,The OA,2019
Zendaya,"September 1, 1996",Unknown,N/A,Fortnite Winterfest Trailer - Featuring Spider-Man,2021
Zendaya,"September 1, 1996",Unknown,N/A,Fortnite Battle Royale,2021
Zendaya,"September 1, 1996",Unknown,N/A,"""Watch Me""",2011
Zendaya,"September 1, 1996",Unknown,N/A,"""Something to Dance For / TTYLXOX Mash-Up""",2012
Zendaya,"September 1, 1996",Unknown,N/A,"""Contagious Love""",2013
Zendaya,"September 1, 1996",Unknown,N/A,"""My Baby""",2014
Zendaya,"September 1, 1996",Unknown,N/A,"""Neverland""",2016
Zendaya,"September 1, 1996",Unknown,N/A,"""My Jam""",2015
Zendaya,"September 1, 1996",Unknown,N/A,"""Hot n Cold""",2009
Zendaya,"September 1, 1996",Unknown,N/A,"""Like We Grown""",2013
Zendaya,"September 1, 1996",Unknown,N/A,"""Bad Blood""",2015
Zendaya,"September 1, 1996",Unknown,N/A,"""All Night""",2016
Zendaya,"September 1, 1996",Unknown,N/A,"""Versace on the Floor""",2017
Chris Pratt,"June 21, 1979",Unknown,N/A,Cursed Part 3,2000
Chris Pratt,"June 21, 1979",Unknown,N/A,The Extreme Team,2003
Chris Pratt,"June 21, 1979",Unknown,N/A,Strangers with Candy,2005
Chris Pratt,"June 21, 1979",Unknown,N/A,Walk the Talk,2007
Chris Pratt,"June 21, 1979",Unknown,N/A,Wieners,2008
Chris Pratt,"June 21, 1979",Unknown,N/A,Bride Wars,2009
Chris Pratt,"June 21, 1979",Unknown,N/A,Take Me Home Tonight,2011
Chris Pratt,"June 21, 1979",Unknown,N/A,The Five-Year Engagement,2012
Chris Pratt,"June 21, 1979",Unknown,N/A,Movie 43,2013
Chris Pratt,"June 21, 1979",Unknown,N/A,The Lego Movie,2014
