Name,Date of Birth,Gender,Date of Death,Movie Title,Year
Benedict Cumberbatch,1976-07-19,Male,,Brexit: The Uncivil War,2019
Benedict Cumberbatch,1976-07-19,Male,,1917,2019
Benedict Cumberbatch,1976-07-19,Male,,The Power of the Dog,2021
Benedict Cumberbatch,1976-07-19,Male,,The Electrical Life of Louis Wain,2021
Benedict Cumberbatch,1976-07-19,Male,,Between Two Ferns: The Movie,2019
Benedict Cumberbatch,1976-07-19,Male,,The Tiger Who Came to Tea,2022
Benedict Cumberbatch,1976-07-19,Male,,The Mauritanian,2021
Benedict Cumberbatch,1976-07-19,Male,,Doctor Strange,2016
Benedict Cumberbatch,1976-07-19,Male,,Avengers: Endgame,2019
Benedict Cumberbatch,1976-07-19,Male,,Frankenstein: A Modern Myth,2012
Benedict Cumberbatch,1976-07-19,Male,,Chadwick Boseman: A Tribute for a King,2020
Benedict Cumberbatch,1976-07-19,Male,,Spider-Man: No Way Home,2021
Benedict Cumberbatch,1976-07-19,Male,,The Grinch Mini-Movies,2018
Benedict Cumberbatch,1976-07-19,Male,,Hills Like White Elephants,2002
Benedict Cumberbatch,1976-07-19,Male,,Letters Live from the Archive: Freemasons’ Hall,2021
Benedict Cumberbatch,1976-07-19,Male,,Letters Live from the Archive: Union Chapel,2021
Benedict Cumberbatch,1976-07-19,Male,,Antarctica,2020
Benedict Cumberbatch,1976-07-19,Male,,The Penguins of Madagascar: Operation Search and Rescue,2014
Benedict Cumberbatch,1976-07-19,Male,,Unlocking Sherlock,2010
Tessa Thompson,1983-10-03,Female,,When a Stranger Calls,2006
Tessa Thompson,1983-10-03,Female,,The Initiation of Sarah,2006
Tessa Thompson,1983-10-03,Female,,Make It Happen,2008
Tessa Thompson,1983-10-03,Female,,The Listener,2024
Tessa Thompson,1983-10-03,Female,,For Colored Girls,2010
Tessa Thompson,1983-10-03,Female,,Soul of a Nation Presents: Screen Queens Rising,2022
Tessa Thompson,1983-10-03,Female,,Dear White People,2014
Tessa Thompson,1983-10-03,Female,,Murder on the 13th Floor,2012
Tessa Thompson,1983-10-03,Female,,From Rocky to Creed: The Legacy Continues,2015
Tessa Thompson,1983-10-03,Female,,Grantham & Rose,2014
Tessa Thompson,1983-10-03,Female,,Thor: Love and Thunder,2022
Tessa Thompson,1983-10-03,Female,,Exquisite Corpse,2010
Tessa Thompson,1983-10-03,Female,,The Marvels,2023
Tessa Thompson,1983-10-03,Female,,Points of Origin,2014
Tessa Thompson,1983-10-03,Female,,Selma,2014
Tessa Thompson,1983-10-03,Female,,Marvel Studios Assembled: The Making of Thor: Love and Thunder,2022
Tessa Thompson,1983-10-03,Female,,Creed,2015
Tessa Thompson,1983-10-03,Female,,War on Everyone,2016
Tessa Thompson,1983-10-03,Female,,Annihilation,2018
Tessa Thompson,1983-10-03,Female,,Thor: Ragnarok,2017
Tessa Thompson,1983-10-03,Female,,The Grand Romantic,2015
Tessa Thompson,1983-10-03,Female,,Everyday Black Man,2011
Tessa Thompson,1983-10-03,Female,,The Human Contract,2008
Tessa Thompson,1983-10-03,Female,,Automotive,2013
Tessa Thompson,1983-10-03,Female,,Salt Water,2016
Tessa Thompson,1983-10-03,Female,,South Dakota,2017
Tessa Thompson,1983-10-03,Female,,Mississippi Damned,2009
Tessa Thompson,1983-10-03,Female,,Little Woods,2019
Tessa Thompson,1983-10-03,Female,,Sorry to Bother You,2018
Tessa Thompson,1983-10-03,Female,,100 Years,2017
Tessa Thompson,1983-10-03,Female,,Creed II,2018
Tessa Thompson,1983-10-03,Female,,Furlough,2018
Tessa Thompson,1983-10-03,Female,,Dirty Computer,2018
Tessa Thompson,1983-10-03,Female,,Passing,2021
Tessa Thompson,1983-10-03,Female,,Lady and the Tramp,2019
Tessa Thompson,1983-10-03,Female,,Men in Black: International,2019
Tessa Thompson,1983-10-03,Female,,Sylvie's Love,2020
Tessa Thompson,1983-10-03,Female,,Between Two Ferns: The Movie,2019
Tessa Thompson,1983-10-03,Female,,Avengers: Endgame,2019
Tessa Thompson,1983-10-03,Female,,Creed III,2023
Tessa Thompson,1983-10-03,Female,,Shadow Stalker,2019
Tom Holland,1996-06-01,Male,,Venom: Let There Be Carnage,2021
Tom Holland,1996-06-01,Male,,Last Call,2023
Tom Holland,1996-06-01,Male,,The Impossible,2012
Tom Holland,1996-06-01,Male,,How I Live Now,2013
Tom Holland,1996-06-01,Male,,In the Heart of the Sea,2015
Tom Holland,1996-06-01,Male,,Locke,2014
Tom Holland,1996-06-01,Male,,Spider-Man: All Roads Lead to No Way Home,2022
Tom Holland,1996-06-01,Male,,Pilgrimage,2017
Tom Holland,1996-06-01,Male,,Spider-Man: Homecoming,2017
Tom Holland,1996-06-01,Male,,Captain America: Civil War,2016
Tom Holland,1996-06-01,Male,,National Theatre Live: Romeo & Juliet,2024
Tom Holland,1996-06-01,Male,,Edge of Winter,2016
Tom Holland,1996-06-01,Male,,The Lost City of Z,2017
Tom Holland,1996-06-01,Male,,Chaos Walking,2021
Tom Holland,1996-06-01,Male,,The Current War,2018
Tom Holland,1996-06-01,Male,,Avengers: Infinity War,2018
Tom Holland,1996-06-01,Male,,Uncharted,2022
Tom Holland,1996-06-01,Male,,Billy Elliot: The Musical Live,2014
Tom Holland,1996-06-01,Male,,Spies in Disguise,2019
Tom Holland,1996-06-01,Male,,The Devil All the Time,2020
Tom Holland,1996-06-01,Male,,Onward,2020
Tom Holland,1996-06-01,Male,,Cherry,2021
Tom Holland,1996-06-01,Male,,Spider-Man: Far From Home,2019
Tom Holland,1996-06-01,Male,,Spider-Man: No Way Home,2021
Tom Holland,1996-06-01,Male,,Celebrating Marvel's Stan Lee,2019
Tom Holland,1996-06-01,Male,,Avengers: Endgame,2019
Tom Holland,1996-06-01,Male,,Dolittle,2020
Tom Holland,1996-06-01,Male,,Peter's To-Do List,2019
Tom Holland,1996-06-01,Male,,Moments,2013
Tom Holland,1996-06-01,Male,,A Fan's Guide to Spider-Man: Homecoming,2017
Zendaya,1996-09-01,Female,,Frenemies,2012
Zendaya,1996-09-01,Female,,Challengers,2024
Zendaya,1996-09-01,Female,,Pixie Hollow Games,2011
Zendaya,1996-09-01,Female,,Invisible Beauty,2023
Zendaya,1996-09-01,Female,,Spider-Man: All Roads Lead to No Way Home,2022
Zendaya,1996-09-01,Female,,Zapped,2014
Zendaya,1996-09-01,Female,,Is That Black Enough for You?!?,2022
Zendaya,1996-09-01,Female,,Inside the Dream,2022
Zendaya,1996-09-01,Female,,Spider-Man: Homecoming,2017
Zendaya,1996-09-01,Female,,Lemonade,2016
Zendaya,1996-09-01,Female,,Super Buddies,2013
Zendaya,1996-09-01,Female,,The Greatest Showman,2017
Zendaya,1996-09-01,Female,,Smallfoot,2018
Zendaya,1996-09-01,Female,,Spider-Man: Far From Home,2019
Zendaya,1996-09-01,Female,,Dune,2021
Zendaya,1996-09-01,Female,,Disney Parks Christmas Day Parade,2011
Zendaya,1996-09-01,Female,,Dune: Part Two,2024
Zendaya,1996-09-01,Female,,Malcolm & Marie,2021
Zendaya,1996-09-01,Female,,Spider-Man: No Way Home,2021
Zendaya,1996-09-01,Female,,Space Jam: A New Legacy,2021
Zendaya,1996-09-01,Female,,Covidwood,2021
Zendaya,1996-09-01,Female,,Duck Duck Goose,2018
Zendaya,1996-09-01,Female,,30 for 30: The Bunny & the GOAT,2021
Zendaya,1996-09-01,Female,,A Fan's Guide to Spider-Man: Homecoming,2017
Chris Pratt,1979-06-21,Male,,The Super Mario Bros. Movie,2023
Chris Pratt,1979-06-21,Male,,Bride Wars,2009
Chris Pratt,1979-06-21,Male,,Deep in the Valley,2009
Chris Pratt,1979-06-21,Male,,Wanted,2008
Chris Pratt,1979-06-21,Male,,The Garfield Movie,2024
Chris Pratt,1979-06-21,Male,,Strangers with Candy,2006
Chris Pratt,1979-06-21,Male,,Walk the Talk,2007
Chris Pratt,1979-06-21,Male,,Moneyball,2011
Chris Pratt,1979-06-21,Male,,What's Your Number?,2011
Chris Pratt,1979-06-21,Male,,Take Me Home Tonight,2011
Chris Pratt,1979-06-21,Male,,Jennifer's Body,2009
Chris Pratt,1979-06-21,Male,,The Five-Year Engagement,2012
Chris Pratt,1979-06-21,Male,,10 Years,2012
Chris Pratt,1979-06-21,Male,,Zero Dark Thirty,2012
Chris Pratt,1979-06-21,Male,,Movie 43,2013
Chris Pratt,1979-06-21,Male,,Her,2013
Chris Pratt,1979-06-21,Male,,Delivery Man,2013
Chris Pratt,1979-06-21,Male,,The Lego Movie,2014
Chris Pratt,1979-06-21,Male,,Marvel Studios Assembled: The Making of the Guardians of the Galaxy Vol. 3,2023
Chris Pratt,1979-06-21,Male,,Path of Destruction,2005
Chris Pratt,1979-06-21,Male,,Jurassic World,2015
Chris Pratt,1979-06-21,Male,,Jurassic Greatest Moments: Jurassic Park to Jurassic World,2022
Chris Pratt,1979-06-21,Male,,Thor: Love and Thunder,2022
Chris Pratt,1979-06-21,Male,,Guardians of the Galaxy Vol. 2,2017
Chris Pratt,1979-06-21,Male,,"Marvel: 75 Years, from Pulp to Pop!",2014
Chris Pratt,1979-06-21,Male,,Fallen Kingdom: Chris Pratt's Jurassic Journals,2018
Chris Pratt,1979-06-21,Male,,Fallen Kingdom: The Kingdom Evolves,2018
Chris Pratt,1979-06-21,Male,,Fallen Kingdom: VFX Evolved,2018
Chris Pratt,1979-06-21,Male,,Fallen Kingdom: Malcolm's Return,2018
Chris Pratt,1979-06-21,Male,,Fallen Kingdom: Island Action,2018
Chris Pratt,1979-06-21,Male,,Mercy,2025
Chris Pratt,1979-06-21,Male,,Marvel Studios: Assembling a Universe,2014
Chris Pratt,1979-06-21,Male,,The Magnificent Seven,2016
Chris Pratt,1979-06-21,Male,,Marvel Studios Assembled: The Making of Thor: Love and Thunder,2022
Chris Pratt,1979-06-21,Male,,Timms Valley,2013
Chris Pratt,1979-06-21,Male,,Jem and the Holograms,2015
Chris Pratt,1979-06-21,Male,,Parks and Recreation in Europe,2014
Chris Pratt,1979-06-21,Male,,Parks and Recreation: Dammit Jerry!,2012
Chris Pratt,1979-06-21,Male,,Avengers: Infinity War,2018
Chris Pratt,1979-06-21,Male,,Wieners,2008
Chris Pratt,1979-06-21,Male,,The X Team,2003
Chris Pratt,1979-06-21,Male,,Passengers,2016
Chris Pratt,1979-06-21,Male,,Guide to the Galaxy with James Gunn,2014
Chris Pratt,1979-06-21,Male,,The Kid,2019
Chris Pratt,1979-06-21,Male,,The Lego Movie 2: The Second Part,2019
Chris Pratt,1979-06-21,Male,,Cursed Part 3,2000
Chris Pratt,1979-06-21,Male,,Jurassic World Dominion,2022
Chris Pratt,1979-06-21,Male,,Guardians of the Galaxy Vol. 3,2023
Chris Pratt,1979-06-21,Male,,Jurassic World: Fallen Kingdom,2018
Chris Pratt,1979-06-21,Male,,Onward,2020
Chris Pratt,1979-06-21,Male,,Emmet's Holiday Party: A LEGO Movie Short,2018
Chris Pratt,1979-06-21,Male,,The Tomorrow War,2021
Chris Pratt,1979-06-21,Male,,Celebrating Marvel's Stan Lee,2019
Chris Pratt,1979-06-21,Male,,Guardians of the Galaxy,2014
Chris Pratt,1979-06-21,Male,,Avengers: Endgame,2019
Chris Pratt,1979-06-21,Male,,A Parks and Recreation Special,2020
Chris Pratt,1979-06-21,Male,,The Paley Center Salutes Parks and Recreation,2020
Chris Pratt,1979-06-21,Male,,Her: The Untitled Rick Howard Project,2014
Chris Pratt,1979-06-21,Male,,The Emmet Awards Show!,2014
Chris Pratt,1979-06-21,Male,,The Guardians of the Galaxy Holiday Special,2022
Karen Gillan,1987-11-28,Female,,Sleeping Dogs,2024
Karen Gillan,1987-11-28,Female,,Doctor Who Explained,2013
Karen Gillan,1987-11-28,Female,,Doctor Who Live: The Next Doctor,2013
Karen Gillan,1987-11-28,Female,,Doctor Who Live: The Afterparty,2013
Karen Gillan,1987-11-28,Female,,Doctor Who at the Proms,2010
Karen Gillan,1987-11-28,Female,,Outcast,2010
Karen Gillan,1987-11-28,Female,,Doctor Who: Farewell to Matt Smith,2013
Karen Gillan,1987-11-28,Female,,X,2022
Karen Gillan,1987-11-28,Female,,We'll Take Manhattan,2012
Karen Gillan,1987-11-28,Female,,How Did We Get Here?,2022
Karen Gillan,1987-11-28,Female,,Guardians of the Galaxy,2014
Karen Gillan,1987-11-28,Female,,Oculus,2013
Karen Gillan,1987-11-28,Female,,Next Exit,2022
Karen Gillan,1987-11-28,Female,,Not Another Happy Ending,2013
Karen Gillan,1987-11-28,Female,,Marvel Studios Assembled: The Making of the Guardians of the Galaxy Vol. 3,2023
Karen Gillan,1987-11-28,Female,,The Life of Chuck,2024
Karen Gillan,1987-11-28,Female,,Late Bloomers,2024
Karen Gillan,1987-11-28,Female,,Thor: Love and Thunder,2022
Karen Gillan,1987-11-28,Female,,New Town Killers,2008
Karen Gillan,1987-11-28,Female,,Doctor Who - Night and the Doctor: Bad Night,2012
Karen Gillan,1987-11-28,Female,,Doctor Who - Night and the Doctor: Good Night,2012
Karen Gillan,1987-11-28,Female,,Doctor Who: Pond Life,2012
Karen Gillan,1987-11-28,Female,,Doctor Who: Let’s Kill Hitler Prequel,2011
Karen Gillan,1987-11-28,Female,,7 Days in Hell,2015
Karen Gillan,1987-11-28,Female,,Doctor Who: Good as Gold,2012
Karen Gillan,1987-11-28,Female,,In a Valley of Violence,2016
Karen Gillan,1987-11-28,Female,,Alex & the List,2018
Karen Gillan,1987-11-28,Female,,Guardians of the Galaxy Vol. 2,2017
Karen Gillan,1987-11-28,Female,,Doctor Who: Clara and the TARDIS,2013
Karen Gillan,1987-11-28,Female,,Marvel Studios Assembled: The Making of Thor: Love and Thunder,2022
Karen Gillan,1987-11-28,Female,,The Circle,2017
Karen Gillan,1987-11-28,Female,,Conventional,2015
Karen Gillan,1987-11-28,Female,,Fun Size Horror: Volume Two,2015
Karen Gillan,1987-11-28,Female,,The Big Short,2015
Karen Gillan,1987-11-28,Female,,Warning Labels,2015
Karen Gillan,1987-11-28,Female,,Doctor Who: A Christmas Carol,2010
Karen Gillan,1987-11-28,Female,,Jumanji: Welcome to the Jungle,2017
Karen Gillan,1987-11-28,Female,,All Creatures Here Below,2019
Karen Gillan,1987-11-28,Female,,Avengers: Infinity War,2018
Karen Gillan,1987-11-28,Female,,The Party's Just Beginning,2018
Karen Gillan,1987-11-28,Female,,Doctor Who: The Time of the Doctor,2013
Karen Gillan,1987-11-28,Female,,"Doctor Who: The Doctor, the Widow and the Wardrobe",2011
Karen Gillan,1987-11-28,Female,,Jumanji: The Next Level,2019
Karen Gillan,1987-11-28,Female,,Doctor Who: Meanwhile in the TARDIS: Part 1,2010
Karen Gillan,1987-11-28,Female,,Doctor Who: Meanwhile in the TARDIS: Part 2,2010
Karen Gillan,1987-11-28,Female,,The Call of the Wild,2020
Karen Gillan,1987-11-28,Female,,Spies in Disguise,2019
Karen Gillan,1987-11-28,Female,,Gunpowder Milkshake,2021
Karen Gillan,1987-11-28,Female,,Bound for Greatness,2014
Karen Gillan,1987-11-28,Female,,Stuber,2019
Karen Gillan,1987-11-28,Female,,Guardians of the Galaxy Vol. 3,2023
Karen Gillan,1987-11-28,Female,,Eureka!,2019
Karen Gillan,1987-11-28,Female,,Celebrating Marvel's Stan Lee,2019
Karen Gillan,1987-11-28,Female,,Avengers: Endgame,2019
Karen Gillan,1987-11-28,Female,,Dual,2022
Karen Gillan,1987-11-28,Female,,The Hoarding,2020
Karen Gillan,1987-11-28,Female,,Heroes Manufactured,2017
Karen Gillan,1987-11-28,Female,,The Bubble,2022
Karen Gillan,1987-11-28,Female,,The Guardians of the Galaxy Holiday Special,2022
Dave Bautista,1969-01-18,Male,,Wrong Side of Town,2010
Dave Bautista,1969-01-18,Male,,WWE Tribute to the Troops 2008,2008
Dave Bautista,1969-01-18,Male,,Being James Bond,2021
Dave Bautista,1969-01-18,Male,,Knock at the Cabin,2023
Dave Bautista,1969-01-18,Male,,WWE Survivor Series 2005,2005
Dave Bautista,1969-01-18,Male,,WWE RAW 15th Anniversary,2007
Dave Bautista,1969-01-18,Male,,House of the Rising Sun,2011
Dave Bautista,1969-01-18,Male,,WWE Wrestlemania XXVI,2010
Dave Bautista,1969-01-18,Male,,WWE Royal Rumble 2003,2003
Dave Bautista,1969-01-18,Male,,WWE Royal Rumble 2004,2004
Dave Bautista,1969-01-18,Male,,WWE Survivor Series 2004,2004
Dave Bautista,1969-01-18,Male,,WWE SummerSlam 2004,2004
Dave Bautista,1969-01-18,Male,,The Scorpion King 3: Battle for Redemption,2012
Dave Bautista,1969-01-18,Male,,WWE Royal Rumble 2005,2005
Dave Bautista,1969-01-18,Male,,WWE WrestleMania 23,2007
Dave Bautista,1969-01-18,Male,,WWE WrestleMania XX,2004
Dave Bautista,1969-01-18,Male,,WWE WrestleMania 21,2005
Dave Bautista,1969-01-18,Male,,Riddick,2013
Dave Bautista,1969-01-18,Male,,The Man with the Iron Fists,2012
Dave Bautista,1969-01-18,Male,,WWE Royal Rumble 2008,2008
Dave Bautista,1969-01-18,Male,,WWE Royal Rumble 2010,2010
Dave Bautista,1969-01-18,Male,,WWE Royal Rumble 2007,2007
Dave Bautista,1969-01-18,Male,,WWE SummerSlam 2008,2008
Dave Bautista,1969-01-18,Male,,WWE Elimination Chamber 2010,2010
Dave Bautista,1969-01-18,Male,,Guardians of the Galaxy,2014
Dave Bautista,1969-01-18,Male,,WWE TLC: Tables Ladders & Chairs 2009,2009
Dave Bautista,1969-01-18,Male,,WWE Backlash 2007,2007
Dave Bautista,1969-01-18,Male,,WWE Survivor Series 2006,2006
Dave Bautista,1969-01-18,Male,,WWE The Great American Bash 2006,2006
Dave Bautista,1969-01-18,Male,,WWE WrestleMania XXIV,2008
Dave Bautista,1969-01-18,Male,,WWE Over the Limit 2010,2010
Dave Bautista,1969-01-18,Male,,WWE New Year's Revolution 2005,2005
Dave Bautista,1969-01-18,Male,,WWE Unforgiven 2004,2004
Dave Bautista,1969-01-18,Male,,WWE Vengeance 2004,2004
Dave Bautista,1969-01-18,Male,,WWE No Way Out 2005,2005
Dave Bautista,1969-01-18,Male,,WWE The Great American Bash 2005,2005
Dave Bautista,1969-01-18,Male,,WWE Backlash 2005,2005
Dave Bautista,1969-01-18,Male,,WWE Vengeance 2005,2005
Dave Bautista,1969-01-18,Male,,WWE Judgment Day 2002,2002
Dave Bautista,1969-01-18,Male,,WWE No Mercy 2005,2005
Dave Bautista,1969-01-18,Male,,WWE SummerSlam 2005,2005
Dave Bautista,1969-01-18,Male,,WWE Taboo Tuesday 2005,2005
Dave Bautista,1969-01-18,Male,,WWE Armageddon 2005,2005
Dave Bautista,1969-01-18,Male,,WWE Global Warning,2002
Dave Bautista,1969-01-18,Male,,WWE Armageddon 2002,2002
Dave Bautista,1969-01-18,Male,,WWE SummerSlam 2006,2006
Dave Bautista,1969-01-18,Male,,WWE No Mercy 2006,2006
Dave Bautista,1969-01-18,Male,,WWE Armageddon 2006,2006
Dave Bautista,1969-01-18,Male,,WWE Armageddon 2003,2003
Dave Bautista,1969-01-18,Male,,WWE The Great American Bash 2007,2007
Dave Bautista,1969-01-18,Male,,WWE No Way Out 2008,2008
Dave Bautista,1969-01-18,Male,,WWE One Night Stand 2007,2007
Dave Bautista,1969-01-18,Male,,WWE No Way Out 2007,2007
Dave Bautista,1969-01-18,Male,,WWE Judgment Day 2007,2007
Dave Bautista,1969-01-18,Male,,WWE Unforgiven 2007,2007
Dave Bautista,1969-01-18,Male,,WWE Survivor Series 2007,2007
Dave Bautista,1969-01-18,Male,,WWE SummerSlam 2007,2007
Dave Bautista,1969-01-18,Male,,WWE Cyber Sunday 2007,2007
Dave Bautista,1969-01-18,Male,,WWE Backlash 2008,2008
Dave Bautista,1969-01-18,Male,,WWE Vengeance: Night of Champions 2007,2007
Dave Bautista,1969-01-18,Male,,WWE No Mercy 2007,2007
Dave Bautista,1969-01-18,Male,,Marvel Studios Assembled: The Making of the Guardians of the Galaxy Vol. 3,2023
Dave Bautista,1969-01-18,Male,,WWE Night of Champions 2008,2008
Dave Bautista,1969-01-18,Male,,WWE One Night Stand 2008,2008
Dave Bautista,1969-01-18,Male,,WWE The Great American Bash 2008,2008
Dave Bautista,1969-01-18,Male,,WWE No Mercy 2008,2008
Dave Bautista,1969-01-18,Male,,WWE Unforgiven 2008,2008
Dave Bautista,1969-01-18,Male,,WWE Cyber Sunday 2008,2008
Dave Bautista,1969-01-18,Male,,WWE Survivor Series 2008,2008
Dave Bautista,1969-01-18,Male,,WWE Armageddon 2008,2008
Dave Bautista,1969-01-18,Male,,WWE Judgment Day 2009,2009
Dave Bautista,1969-01-18,Male,,WWE Backlash 2009,2009
Dave Bautista,1969-01-18,Male,,WWE Extreme Rules 2009,2009
Dave Bautista,1969-01-18,Male,,WWE Bragging Rights 2009,2009
Dave Bautista,1969-01-18,Male,,WWE Hell in a Cell 2009,2009
Dave Bautista,1969-01-18,Male,,WWE Survivor Series 2009,2009
Dave Bautista,1969-01-18,Male,,WWE Extreme Rules 2010,2010
Dave Bautista,1969-01-18,Male,,WWE: Rey Mysterio - The Life of a Masked Man,2012
Dave Bautista,1969-01-18,Male,,WWE Elimination Chamber 2014,2014
Dave Bautista,1969-01-18,Male,,WWE Armageddon 2007,2007
Dave Bautista,1969-01-18,Male,,WWE No Way Out 2003,2003
Dave Bautista,1969-01-18,Male,,WWE WrestleMania XXX,2014
Dave Bautista,1969-01-18,Male,,Undertaker: The Streak 21-1,2014
Dave Bautista,1969-01-18,Male,,Thor: Love and Thunder,2022
Dave Bautista,1969-01-18,Male,,WWE Payback 2014,2014
Dave Bautista,1969-01-18,Male,,WWE Extreme Rules 2014,2014
Dave Bautista,1969-01-18,Male,,WWE: Batista – The Animal Unleashed,2014
Dave Bautista,1969-01-18,Male,,WWE Insurrextion 2003,2003
Dave Bautista,1969-01-18,Male,,The Firefly Funhouse Match,2020
Dave Bautista,1969-01-18,Male,,Spectre,2015
Dave Bautista,1969-01-18,Male,,L.A. Slasher,2015
Dave Bautista,1969-01-18,Male,,Kickboxer: Vengeance,2016
Dave Bautista,1969-01-18,Male,,The Last Showgirl,2024
Dave Bautista,1969-01-18,Male,,OVW Christmas Chaos,2001
Dave Bautista,1969-01-18,Male,,Guardians of the Galaxy Vol. 2,2017
Dave Bautista,1969-01-18,Male,,My Spy The Eternal City,2024
Dave Bautista,1969-01-18,Male,,Biography: Edge,2022
Dave Bautista,1969-01-18,Male,,WWE: Top 50 Superstars of All Time,2010
Dave Bautista,1969-01-18,Male,,Heist,2015
Dave Bautista,1969-01-18,Male,,WWE: Greatest Superstars of the 21st Century,2011
Dave Bautista,1969-01-18,Male,,Marvel Studios Assembled: The Making of Thor: Love and Thunder,2022
Dave Bautista,1969-01-18,Male,,Marauders,2016
Dave Bautista,1969-01-18,Male,,Aang: The Last Airbender,2026
Dave Bautista,1969-01-18,Male,,Parachute,2024
Dave Bautista,1969-01-18,Male,,Blade Runner 2049,2017
Dave Bautista,1969-01-18,Male,,Avengers: Infinity War,2018
Dave Bautista,1969-01-18,Male,,The Warriors Gate,2016
Dave Bautista,1969-01-18,Male,,Final Score,2018
Dave Bautista,1969-01-18,Male,,Randy Orton: RKO Outta Nowhere,2016
Dave Bautista,1969-01-18,Male,,WWE: The Undertaker's Deadliest Matches,2010
Dave Bautista,1969-01-18,Male,,Bushwick,2017
Dave Bautista,1969-01-18,Male,,Hotel Artemis,2018
Dave Bautista,1969-01-18,Male,,WWE: The Big Show - A Giant's World,2011
Dave Bautista,1969-01-18,Male,,Guide to the Galaxy with James Gunn,2014
Dave Bautista,1969-01-18,Male,,Master Z: Ip Man Legacy,2018
Dave Bautista,1969-01-18,Male,,Escape Plan 2: Hades,2018
Dave Bautista,1969-01-18,Male,,WWE: Best of the 2000's,2017
Dave Bautista,1969-01-18,Male,,2048: Nowhere to Run,2017
Dave Bautista,1969-01-18,Male,,Escape Plan: The Extractors,2019
Dave Bautista,1969-01-18,Male,,Stuber,2019
Dave Bautista,1969-01-18,Male,,"My Son, My Son, What Have Ye Done",2009
Dave Bautista,1969-01-18,Male,,Guardians of the Galaxy Vol. 3,2023
Dave Bautista,1969-01-18,Male,,Dune,2021
Dave Bautista,1969-01-18,Male,,WWE WrestleMania 35,2019
Dave Bautista,1969-01-18,Male,,My Spy,2020
Dave Bautista,1969-01-18,Male,,Army of the Dead,2021
Dave Bautista,1969-01-18,Male,,The Killer's Game,2024
Dave Bautista,1969-01-18,Male,,Daniel Bryan: Journey to WrestleMania 30,2014
Dave Bautista,1969-01-18,Male,,Randy Orton: The Evolution of a Predator,2011
Dave Bautista,1969-01-18,Male,,WWE: The Best of Raw 15th Anniversary,2007
Dave Bautista,1969-01-18,Male,,Avengers: Endgame,2019
Dave Bautista,1969-01-18,Male,,Batista - I Walk Alone,2009
Dave Bautista,1969-01-18,Male,,WWE: Satan's Prison - The Anthology of the Elimination Chamber,2010
Dave Bautista,1969-01-18,Male,,"WWE: The Best of SmackDown - 10th Anniversary, 1999-2009",2012
Dave Bautista,1969-01-18,Male,,WWE: John Cena's Greatest Rivalries,2014
Dave Bautista,1969-01-18,Male,,"WWE: 150 Best Pay-Per-View Matches, Vol 3",2014
Dave Bautista,1969-01-18,Male,,Daniel Bryan: Just Say Yes! Yes! Yes!,2015
Dave Bautista,1969-01-18,Male,,WWE: Hell in a Cell - The Greatest Hell in a Cell Matches of All Time,2008
Dave Bautista,1969-01-18,Male,,WWE: The History Of The World Heavyweight Championship,2009
Dave Bautista,1969-01-18,Male,,WWE: Triple H: The King of Kings - There is Only One,2008
Dave Bautista,1969-01-18,Male,,WWE: Viva La Raza - The Legacy of Eddie Guerrero,2008
Dave Bautista,1969-01-18,Male,,The Destruction of The Shield,2015
Dave Bautista,1969-01-18,Male,,WWE: Undertaker 20-0 - The Streak,2012
Dave Bautista,1969-01-18,Male,,Dune: Part Two,2024
Dave Bautista,1969-01-18,Male,,The Guardians of the Galaxy Holiday Special,2022
Dave Bautista,1969-01-18,Male,,In the Lost Lands,2024
Dave Bautista,1969-01-18,Male,,Relative Strangers,2006
Dave Bautista,1969-01-18,Male,,The John Cena Experience,2011
Dave Bautista,1969-01-18,Male,,Glass Onion: A Knives Out Mystery,2022
Dave Bautista,1969-01-18,Male,,Creating an Army of the Dead,2021
Dave Bautista,1969-01-18,Male,,WWE Royal Rumble 2014,2014
Pom Klementieff,1986-05-03,Female,,The Suicide Squad,2021
Pom Klementieff,1986-05-03,Female,,Loup,2009
Pom Klementieff,1986-05-03,Female,,The Calm,2023
Pom Klementieff,1986-05-03,Female,,The Killer's Game,2024
Pom Klementieff,1986-05-03,Female,,Thor: Love and Thunder,2022
Pom Klementieff,1986-05-03,Female,,Porn in the Hood,2012
Pom Klementieff,1986-05-03,Female,,Hacker's Game,2015
Pom Klementieff,1986-05-03,Female,,Oldboy,2013
Pom Klementieff,1986-05-03,Female,,Paris or Perish,2013
Pom Klementieff,1986-05-03,Female,,Radiostars,2012
Pom Klementieff,1986-05-03,Female,,Silhouettes,2011
Pom Klementieff,1986-05-03,Female,,Marvel Studios Assembled: The Making of the Guardians of the Galaxy Vol. 3,2023
Pom Klementieff,1986-05-03,Female,,Mission: Impossible 8,2025
Pom Klementieff,1986-05-03,Female,,Marvel Studios Assembled: The Making of Thor: Love and Thunder,2022
Pom Klementieff,1986-05-03,Female,,"Au Revoir, Chris Hemsworth",2020
Pom Klementieff,1986-05-03,Female,,Guardians of the Galaxy Vol. 2,2017
Pom Klementieff,1986-05-03,Female,,Love Lasts Three Years,2011
Pom Klementieff,1986-05-03,Female,,Beyond the Reckoning: The Making of Mission Impossible: Dead Reckoning,2023
Pom Klementieff,1986-05-03,Female,,Delicacy,2011
Pom Klementieff,1986-05-03,Female,,Ingrid Goes West,2017
